full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2022-08-06T09:55:23+0000,774804,27896,Ruby,12417,[]
codingcore2/SILENT-DOC-EXPLOIT-CLEAN-r,None,https://github.com/codingcore2/SILENT-DOC-EXPLOIT-CLEAN-r,['exploit'],1,2022-08-06T00:51:08+0000,1,0,,0,[]
codingcore2/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-r,None,https://github.com/codingcore2/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-r,['exploit'],1,2022-08-06T00:48:51+0000,1,0,,0,[]
SanWatty/ExploitingAnaChan,A simple vulnerable android version detector & exploit injector. ,https://github.com/SanWatty/ExploitingAnaChan,['exploit'],1,2022-08-06T04:37:58+0000,4,0,Python,0,[]
kotliluk/rce-optimizer,Robotic Cell Energy optimizer,https://github.com/kotliluk/rce-optimizer,['rce'],1,2022-08-06T14:52:32+0000,41,0,Python,0,[]
PwnLabMe-Project/Security-Resources,Sharing our knowledge and resources in the field of cyber security.,https://github.com/PwnLabMe-Project/Security-Resources,['exploit'],1,2022-08-06T09:54:44+0000,43246,3,,0,[]
secnate/Exploit-Education-CTFs,Repository of Nathan's solutions to Exploit Education CTFs,https://github.com/secnate/Exploit-Education-CTFs,['exploit'],1,2022-08-06T01:34:59+0000,14,0,Python,0,[]
Ruia-ruia/CVE-2022-29582-Exploit,Exploit for CVE-2022-29582 targeting Google's Kernel CTF,https://github.com/Ruia-ruia/CVE-2022-29582-Exploit,"['cve-2 OR cve_2', 'exploit']",2,2022-08-06T05:50:02+0000,843,12,C,4,['CVE-2022-29582']
IDEKENTERPRISES/BulwarkGUI,A friendly exploit only intended for EOL purposes for bulwark.,https://github.com/IDEKENTERPRISES/BulwarkGUI,['exploit'],1,2022-08-06T14:47:55+0000,1,0,Lua,0,[]
Barracudach/CallStack-Spoofer,This tool will allow you to spoof the return addresses of your functions as well as system functions.,https://github.com/Barracudach/CallStack-Spoofer,['shellcode'],1,2022-08-06T12:28:46+0000,181,119,C++,26,[]
