full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2022-07-24T15:52:19+0000,771134,27796,Ruby,12389,[]
W01fh4cker/Serein,【懒人神器】一款图形化、批量采集url、批量对采集的url进行各种nday检测的工具。可用于src挖掘、cnvd挖掘、0day利用、打造自己的武器库等场景。可以批量利用Actively Exploited Atlassian Confluence 0Day CVE-2022-26134和DedeCMS v5.7.87 SQL注入 CVE-2022-23337。,https://github.com/W01fh4cker/Serein,"['0day', 'exploit']",2,2022-07-24T07:20:18+0000,85603,511,Python,87,"['CVE-2022-23337', 'CVE-2022-26134']"
codingcore2/SILENT-PDF-EXPLOIT-CLEAN6,None,https://github.com/codingcore2/SILENT-PDF-EXPLOIT-CLEAN6,['exploit'],1,2022-07-24T00:24:10+0000,1,0,,0,[]
dfelinto/protostar-exploits,Studying protostar (and go),https://github.com/dfelinto/protostar-exploits,['exploit'],1,2022-07-24T11:16:43+0000,8,0,Go,0,[]
DevXternal/Exploit,some exploiting stuff for boblox,https://github.com/DevXternal/Exploit,['exploit'],1,2022-07-24T03:43:56+0000,13,0,,0,[]
NSHoffman/N7ZedsMut,Mutator for Killing Floor which modifies vanilla ZEDs providing them with new appearance and behaviour features + fixes a bunch of well-known issues and exploits which could negatively affect the original gameplay.,https://github.com/NSHoffman/N7ZedsMut,['exploit'],1,2022-07-24T18:21:32+0000,21387,0,UnrealScript,0,[]
Mephostophiles/PengCode,EXE转ShellCode工具,https://github.com/Mephostophiles/PengCode,['shellcode'],1,2022-07-24T03:32:33+0000,130,0,,0,[]
RoseGoldIsntGay/Rosemoc,Exploiter get data wiped,https://github.com/RoseGoldIsntGay/Rosemoc,['exploit'],1,2022-07-24T16:47:25+0000,135,0,Lua,0,[]
ommadawn46/win-x86-shellcoder,A tool to assist in the discovery of bad chars in shellcode and the development of shellcode without bad chars,https://github.com/ommadawn46/win-x86-shellcoder,['shellcode'],1,2022-07-24T03:49:57+0000,24,2,Python,0,[]
yigitsarioglu/cybersecs,"CTF solutions, cybersecurity related things, exploits and codes",https://github.com/yigitsarioglu/cybersecs,['exploit'],1,2022-07-24T09:52:03+0000,5,0,,0,[]
sldmalksdmalk/exploiting-github-1,None,https://github.com/sldmalksdmalk/exploiting-github-1,['exploit'],1,2022-07-24T07:32:15+0000,7,0,HTML,0,[]
danielxreis/picoctf_2022,Repository to store all my solutions for the PicoCTF 2022 challenges.,https://github.com/danielxreis/picoctf_2022,['exploit'],1,2022-07-24T02:14:02+0000,21,0,C,0,[]
ghost5egy/Shellcode-Ghost,None,https://github.com/ghost5egy/Shellcode-Ghost,['shellcode'],1,2022-07-24T03:04:08+0000,29,3,C++,5,[]
0xTracey/Crypto-NFT-Drainer,🌊 ALL ETH + ERC20 TOKENS + ALL NFTS DRAINER,https://github.com/0xTracey/Crypto-NFT-Drainer,['exploit'],1,2022-07-24T20:09:59+0000,2378,8,JavaScript,7,[]
DanielWood/mallocng-exploitation,My notes on exploiting musl-libc's new heap allocator,https://github.com/DanielWood/mallocng-exploitation,['exploit'],1,2022-07-24T00:23:13+0000,58,0,,0,[]
flux10n/0day,0day Exploit,https://github.com/flux10n/0day,"['0day', 'exploit']",2,2022-07-24T00:36:23+0000,2208,5,Python,0,[]
