full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2022-11-15T01:58:33+0000,812138,28725,Ruby,12667,[]
RobertDEVx/Silent-Exploit-Source,Silent-Exploit-Source,https://github.com/RobertDEVx/Silent-Exploit-Source,['exploit'],1,2022-11-15T19:15:51+0000,815,1,Visual Basic .NET,1,[]
ilTella/SecurityExercises,Dump of Security exercises with solutions,https://github.com/ilTella/SecurityExercises,['shellcode'],1,2022-11-15T14:49:14+0000,7,0,C,0,[]
megasploit7/MegaSploit,nan,https://github.com/megasploit7/MegaSploit,['sploit'],1,2022-11-15T16:46:14+0000,105,0,Shell,0,[]
im-hanzou/larapler,LARAPLER - Laravel Random Exploit,https://github.com/im-hanzou/larapler,"['exploit', 'rce']",2,2022-11-15T00:01:54+0000,46,4,PHP,3,[]
knaughton782/rce-editor-selfcheck,None,https://github.com/knaughton782/rce-editor-selfcheck,['rce'],1,2022-11-15T02:32:02+0000,46,0,HTML,0,[]
Qerim-iseni09/Insecure-Bank,An Vulnerable Bank Page that is Vulnerable to Log4Shell Exploit,https://github.com/Qerim-iseni09/Insecure-Bank,['exploit'],1,2022-11-15T09:58:09+0000,3650,0,JavaScript,0,[]
96368a/Logs404_BypassAV,木末君的shellcode免杀脚本,https://github.com/96368a/Logs404_BypassAV,['shellcode'],1,2022-11-15T11:33:32+0000,5096,4,Python,0,[]
iveresk/nvd-cve-parser,"NVD parser for CVEs, CPEs and CWEs with all known used exploits",https://github.com/iveresk/nvd-cve-parser,['exploit'],1,2022-11-15T23:44:58+0000,1648,0,Go,0,[]
NightScripts-API/exploit,None,https://github.com/NightScripts-API/exploit,['exploit'],1,2022-11-15T14:25:51+0000,32,0,JavaScript,0,[]
Pumpkin-Garden/Scanner_Java_JMX_Server_Insecure_Configuration_RCE,None,https://github.com/Pumpkin-Garden/Scanner_Java_JMX_Server_Insecure_Configuration_RCE,['rce'],1,2022-11-15T14:04:06+0000,9,1,Shell,0,[]
ShoumikSaha/CodeBert-on-Exploits,None,https://github.com/ShoumikSaha/CodeBert-on-Exploits,['exploit'],1,2022-11-15T04:24:06+0000,10208,0,Python,0,[]
BladyX86/Discord-image-exploit,None,https://github.com/BladyX86/Discord-image-exploit,['exploit'],1,2022-11-15T13:13:30+0000,994,0,Python,0,[]
steps0x29a/xwikipwn,A proof-of-concept XWiki exploit,https://github.com/steps0x29a/xwikipwn,['exploit'],1,2022-11-15T08:19:59+0000,5,0,Python,0,[]
AlexanderDaou/exploit-videos,"A collection of videos demonstrating various exploits, used for presentations. ",https://github.com/AlexanderDaou/exploit-videos,['exploit'],1,2022-11-15T16:48:27+0000,18422,0,C++,0,[]
ButterHub/ButterHub,Roblox FE Exploit GUI,https://github.com/ButterHub/ButterHub,['exploit'],1,2022-11-15T03:32:42+0000,14,0,Lua,0,[]
signalscorps/cve2stix-output,A publicly available store of STIX 2.1 objects created by our cve2stix script. This is a fully automated repository.,https://github.com/signalscorps/cve2stix-output,['cve-2 OR cve_2'],1,2022-11-15T05:41:14+0000,16679,0,Python,0,[]
tonykcmarsh/KC-Exploits-New,None,https://github.com/tonykcmarsh/KC-Exploits-New,['exploit'],1,2022-11-15T03:24:06+0000,10,0,,0,[]
Nariod/RustPacker,Shellcode packer written in Rust.,https://github.com/Nariod/RustPacker,['shellcode'],1,2022-11-15T08:00:24+0000,8641,21,Rust,1,[]
jenydu/CNVds,(Work in Progress) An R package for CNV analyses with regards to dosage sensitivity (ds) information of the genes that they encompass.,https://github.com/jenydu/CNVds,['cnvd-c OR cnvd-2 OR cnnvd-2'],1,2022-11-15T04:05:01+0000,12690,0,R,0,[]
fantonatos/cs459,CS 459 Science of Cyber Security,https://github.com/fantonatos/cs459,['exploit'],1,2022-11-15T00:31:04+0000,361,0,C,0,[]
sebivenlo/ESDE_Metasploit_2022,The Metasploit Framework is a computer security project by Rapid7 to facilitate penetration testing,https://github.com/sebivenlo/ESDE_Metasploit_2022,['metasploit module OR payload'],1,2022-11-15T12:08:05+0000,116,0,,0,[]
jimdealuk/Exercise_Db,Prototype code : showing C++ 11/14/17 and Dependency Injection &  Command Design pattern usage,https://github.com/jimdealuk/Exercise_Db,['command injection'],1,2022-11-15T08:56:49+0000,404,0,C++,0,[]
Teemsploit/SituationAdmin.lua,A console admin script built for synapseX & Script-Ware may not work on other executors.,https://github.com/Teemsploit/SituationAdmin.lua,['exploit'],1,2022-11-15T15:37:24+0000,225,4,Lua,3,[]
Alendaa/Scripts,my scripts for exploit in roblox,https://github.com/Alendaa/Scripts,['exploit'],1,2022-11-15T00:58:15+0000,1838,0,,0,[]
RobertDEVx/Silent-PDF-Exploit,Silent pdf exploit source,https://github.com/RobertDEVx/Silent-PDF-Exploit,['exploit'],1,2022-11-15T19:15:10+0000,10,2,,1,[]
