match,match_weight,repo_url,repo_full_name,repo_id
GHSA-768R-PPV4-5R27,0.00002046,https://github.com/jsteinberg4/cve-retrieval,jsteinberg4/cve-retrieval,577043003
GHSA-768R-PPV4-5R27,0.00001031,https://github.com/afonsovitorio/cve_sandbox,afonsovitorio/cve_sandbox,756917322
GHSA-768R-PPV4-5R27,0.00000937,https://github.com/0xMarcio/cve,0xMarcio/cve,805332779
GHSA-768R-PPV4-5R27,0.00000929,https://github.com/cve-sandbox-bot/cve_sandbox,cve-sandbox-bot/cve_sandbox,761136511
GHSA-768R-PPV4-5R27,0.00000928,https://github.com/trickest/cve,trickest/cve,454015416
GHSA-768R-PPV4-5R27,0.00000473,https://github.com/zer0daysec/CNVD-SharedVulData-XML,zer0daysec/CNVD-SharedVulData-XML,724578396
GHSA-768R-PPV4-5R27,0.00000472,https://github.com/zhangkaibin0921/cnvd_official_data_and_spider,zhangkaibin0921/cnvd_official_data_and_spider,731956729
GHSA-768R-PPV4-5R27,0.00000362,https://github.com/Live-Hack-CVE/full_database,Live-Hack-CVE/full_database,603381678
GHSA-768R-PPV4-5R27,0.00000323,https://github.com/kaRaGODDD/cve_database,kaRaGODDD/cve_database,747924426
GHSA-768R-PPV4-5R27,0.00000306,https://github.com/g33kb00m/CVE2Chinese,g33kb00m/CVE2Chinese,582653564
