repo_id,repo_full_name,file,file_sha1,match
474069190,io-poc/vulnado-poc,io-manifest.yml,1201d8003aa5001434792a8bdd95edbb5aea0f39,CVE-2015-2119
474069190,io-poc/vulnado-poc,exercises/assets/arch.xml,1fd21382f155f7576debe3e2193272a55c2018b2,VU#81
474069190,io-poc/vulnado-poc,exercises/assets/arch.xml,1fd21382f155f7576debe3e2193272a55c2018b2,VU#7916
474069190,io-poc/vulnado-poc,exercises/assets/arch.xml,1fd21382f155f7576debe3e2193272a55c2018b2,VU#64
474069190,io-poc/vulnado-poc,exercises/assets/arch.xml,1fd21382f155f7576debe3e2193272a55c2018b2,VU#83
474069190,io-poc/vulnado-poc,exercises/assets/arch.xml,1fd21382f155f7576debe3e2193272a55c2018b2,VU#39
474069190,io-poc/vulnado-poc,exercises/assets/arch.xml,1fd21382f155f7576debe3e2193272a55c2018b2,VU#98
474069190,io-poc/vulnado-poc,exercises/assets/arch.xml,1fd21382f155f7576debe3e2193272a55c2018b2,VU#28
474069190,io-poc/vulnado-poc,exercises/assets/arch.xml,1fd21382f155f7576debe3e2193272a55c2018b2,VU#200
474069190,io-poc/vulnado-poc,exercises/assets/reverse_shell.xml,5562927e5a72ec158d2ce6336b5078f8223178c8,VU#42
474069190,io-poc/vulnado-poc,exercises/assets/reverse_shell.xml,5562927e5a72ec158d2ce6336b5078f8223178c8,VU#462
474069190,io-poc/vulnado-poc,exercises/assets/reverse_shell.xml,5562927e5a72ec158d2ce6336b5078f8223178c8,VU#294
474069190,io-poc/vulnado-poc,exercises/assets/reverse_shell.xml,5562927e5a72ec158d2ce6336b5078f8223178c8,VU#53
474069190,io-poc/vulnado-poc,exercises/assets/reverse_shell.xml,5562927e5a72ec158d2ce6336b5078f8223178c8,VU#75
474069190,io-poc/vulnado-poc,exercises/assets/reverse_shell.xml,5562927e5a72ec158d2ce6336b5078f8223178c8,VU#761
474069190,io-poc/vulnado-poc,exercises/assets/reverse_shell.xml,5562927e5a72ec158d2ce6336b5078f8223178c8,VU#77
474069190,io-poc/vulnado-poc,exercises/assets/reverse_shell.xml,5562927e5a72ec158d2ce6336b5078f8223178c8,VU#80
474069190,io-poc/vulnado-poc,exercises/assets/reverse_shell.xml,5562927e5a72ec158d2ce6336b5078f8223178c8,VU#06
474069190,io-poc/vulnado-poc,exercises/assets/reverse_shell.xml,5562927e5a72ec158d2ce6336b5078f8223178c8,VU#30
474069190,io-poc/vulnado-poc,exercises/assets/reverse_shell.xml,5562927e5a72ec158d2ce6336b5078f8223178c8,VU#51
