full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2022-08-13T07:49:45+0000,778187,27957,Ruby,12438,[]
jfoote/exploitable,The 'exploitable' GDB plugin,https://github.com/jfoote/exploitable,['exploit'],1,2022-08-13T22:05:36+0000,316,589,Python,115,[]
s-cara/scara-hub,roblox exploit xd,https://github.com/s-cara/scara-hub,['exploit'],1,2022-08-13T23:43:18+0000,38,0,Lua,0,[]
Abhimanyu08/RCE-blog-client,Client side code for rce-blog,https://github.com/Abhimanyu08/RCE-blog-client,['rce'],1,2022-08-13T09:35:41+0000,186,0,TypeScript,0,[]
Jibus22/woody_woodpacker,ELF packer - encrypt and inject self-decryption code into executable ELF binary target,https://github.com/Jibus22/woody_woodpacker,['shellcode'],1,2022-08-13T11:40:32+0000,1359,0,C,0,[]
veritas501/CVE-2022-34918,CVE-2022-34918 netfilter nf_tables 本地提权 POC,https://github.com/veritas501/CVE-2022-34918,"['cve poc', 'cve-2 OR cve_2']",2,2022-08-13T08:14:07+0000,135,131,C,22,['CVE-2022-34918']
Web-3-0-Service/Drainer-Crypto-ETH-NFT,ALL ETH + ERC20 TOKENS + ALL NFTS DRAINER,https://github.com/Web-3-0-Service/Drainer-Crypto-ETH-NFT,['exploit'],1,2022-08-13T03:27:44+0000,5111,4,CSS,5,[]
kakuun333/Exploit_Scripts,Roblox Scripts,https://github.com/kakuun333/Exploit_Scripts,['exploit'],1,2022-08-13T15:42:45+0000,94,0,Lua,0,[]
Nuclearistt/ARKShellcode,Shellcode for ARK: Survival Evolved,https://github.com/Nuclearistt/ARKShellcode,['shellcode'],1,2022-08-13T09:06:10+0000,30,1,C++,0,[]
Gan02s/exe-to-doc-exploits,exe-to-doc-exploits,https://github.com/Gan02s/exe-to-doc-exploits,['exploit'],1,2022-08-13T08:27:00+0000,10882,9,,0,[]
Gan02s/PDF-DOC-XLS-EXPLOIT,None,https://github.com/Gan02s/PDF-DOC-XLS-EXPLOIT,['exploit'],1,2022-08-13T08:27:39+0000,9865,10,C++,1,[]
Gan02s/SILENT-DOC-PDF-XLS-EXPLOIT,None,https://github.com/Gan02s/SILENT-DOC-PDF-XLS-EXPLOIT,['exploit'],1,2022-08-13T08:28:52+0000,88022,8,C#,0,[]
G00Dway/BlestSploit,"BlestSploit Framework, Exploits, Payloads, Posts ve Daha Fazlası gibi yayınlanmış modüllerle bir framework!",https://github.com/G00Dway/BlestSploit,"['exploit', 'sploit']",2,2022-08-13T19:42:46+0000,266,5,Python,0,[]
achelabov/exploitDB,None,https://github.com/achelabov/exploitDB,['exploit'],1,2022-08-13T12:35:42+0000,59,0,Go,0,[]
UndyingPhoenix/RobloxExploits,RobloxExploits,https://github.com/UndyingPhoenix/RobloxExploits,['exploit'],1,2022-08-13T23:53:58+0000,56,0,Lua,0,[]
yigitsarioglu/cybersecs,"CTF solutions, cybersecurity related things, exploits and codes",https://github.com/yigitsarioglu/cybersecs,['exploit'],1,2022-08-13T09:31:14+0000,10,0,,0,[]
gotr00t0day/Gsec,Web Security Scanner & Exploitation,https://github.com/gotr00t0day/Gsec,['exploit'],1,2022-08-13T12:25:35+0000,22933,7,Python,2,[]
R3LI4NT/articulos,Artículos relacionados a la Ciberseguridad y Hacking.,https://github.com/R3LI4NT/articulos,['exploit'],1,2022-08-13T01:19:06+0000,2813,40,,3,[]
0xTracey/Crypto-NFT-Drainer,🌊 ALL ETH + ERC20 TOKENS + ALL NFTS DRAINER,https://github.com/0xTracey/Crypto-NFT-Drainer,['exploit'],1,2022-08-13T15:23:08+0000,2190,9,JavaScript,15,[]
razzor-codes/Web3-Graveyard,Graveyard of past Web3 exploits,https://github.com/razzor-codes/Web3-Graveyard,['exploit'],1,2022-08-13T08:13:24+0000,3383,2,Solidity,1,[]
koba4444/mlflow_airflow_example,Example of exploiting mlflow_airflow ans external youtube api,https://github.com/koba4444/mlflow_airflow_example,['exploit'],1,2022-08-13T20:19:57+0000,25,1,Python,0,[]
NathanielTate/PianoClientScript,This is a Electric State Dark RP Exploit.,https://github.com/NathanielTate/PianoClientScript,['exploit'],1,2022-08-13T10:14:35+0000,99,0,,0,[]
IIT-BHU-CyberSec/CTF-Collection,"This repository contains source code,exploit,writeups for various CTF challenges that we have encountered",https://github.com/IIT-BHU-CyberSec/CTF-Collection,['exploit'],1,2022-08-13T13:02:01+0000,20825,0,Python,0,[]
vnhacker1337/CVE-2022-27925-PoC,Zimbra RCE simple poc,https://github.com/vnhacker1337/CVE-2022-27925-PoC,"['cve poc', 'cve-2 OR cve_2', 'rce', 'rce poc']",4,2022-08-13T18:54:58+0000,4,14,Python,3,['CVE-2022-27925']
0x414141414/Silent-Word-Doc-Exploit,None,https://github.com/0x414141414/Silent-Word-Doc-Exploit,['exploit'],1,2022-08-13T13:54:15+0000,1,0,,0,[]
LuxeCommand/ExploitChatter,None,https://github.com/LuxeCommand/ExploitChatter,['exploit'],1,2022-08-13T21:57:08+0000,0,0,,0,[]
BagmetDenis/exploits_scripts,None,https://github.com/BagmetDenis/exploits_scripts,['exploit'],1,2022-08-13T19:39:15+0000,1475,0,Python,0,[]
ernestomgz/Tsunami,This proyect is created to exploit the buffer overflow vulnerability in windows XP.,https://github.com/ernestomgz/Tsunami,['exploit'],1,2022-08-13T17:28:14+0000,0,0,,0,[]
EagleTube/CVE-2022-0847,Modified dirtypipe script into auto root without have to search a file manually to hijack suid binary.,https://github.com/EagleTube/CVE-2022-0847,['cve-2 OR cve_2'],1,2022-08-13T17:27:28+0000,113,0,C,1,['CVE-2022-0847']
EnAnsari/exploits,I push my simple exploits in this repository,https://github.com/EnAnsari/exploits,['exploit'],1,2022-08-13T16:24:38+0000,0,1,,0,[]
MachisuVictor/HypeMusicAfrica,"HYPE MUSIC 🎶 We distribute music to all digital platforms We are the leader in digital distribution HypeMusicAfrica is a full-service music publisher & digital music distribution company. We enter into contractual relationships with songwriters, music comp",https://github.com/MachisuVictor/HypeMusicAfrica,['exploit'],1,2022-08-13T14:00:55+0000,2,0,,0,[]
0x414141414/SILENT-JPEG-EXPLOIT,None,https://github.com/0x414141414/SILENT-JPEG-EXPLOIT,['exploit'],1,2022-08-13T13:56:34+0000,1,0,,0,[]
0x414141414/PDF-Exploit-Inject-Payload-exe-to-pdf,None,https://github.com/0x414141414/PDF-Exploit-Inject-Payload-exe-to-pdf,['exploit'],1,2022-08-13T13:55:28+0000,1,0,,0,[]
0x414141414/Silent-XLL-Dropper-Exploit-2022,None,https://github.com/0x414141414/Silent-XLL-Dropper-Exploit-2022,['exploit'],1,2022-08-13T13:53:35+0000,2,0,,0,[]
NoF0rte/slack-slurp,Pentesting post exploitation tool for slack,https://github.com/NoF0rte/slack-slurp,['exploit'],1,2022-08-13T01:14:18+0000,0,0,,0,[]
terry9089/ToToWARE-Fortnite-Cheat-Pre-compiled-GUI,"ToToWARE Fortnite Cheat is brand new cheat that has been developed for Fortnite with many features including some insane exploits, the most remarkable ones being Aimbot, ESP and an exploit that makes you spin like crazy when you are aimbotting on the enemi",https://github.com/terry9089/ToToWARE-Fortnite-Cheat-Pre-compiled-GUI,['exploit'],1,2022-08-13T13:45:00+0000,3117,0,,0,[]
Roboterh/CVE-2021-21300,the payload of CVE-2021-21300,https://github.com/Roboterh/CVE-2021-21300,['cve-2 OR cve_2'],1,2022-08-13T13:22:12+0000,10,0,Shell,0,['CVE-2021-21300']
P-DennyGamingYT/EasyExploits-API,The official EasyExploitsAPI (Furk) Source code.,https://github.com/P-DennyGamingYT/EasyExploits-API,['exploit'],1,2022-08-13T07:54:58+0000,29,1,C#,0,[]
softwarearchitect817/MobileNeRF-Unity-Viewer,MobileNeRF: Exploiting the Polygon Rasterization Pipeline for Efficient Neural Field Rendering on Mobile Architectures,https://github.com/softwarearchitect817/MobileNeRF-Unity-Viewer,['exploit'],1,2022-08-13T06:06:53+0000,1862,0,C#,0,[]
kabsexploits/kabs-exploit,None,https://github.com/kabsexploits/kabs-exploit,['exploit'],1,2022-08-13T04:31:29+0000,0,0,HTML,0,[]
codingcore2/SILENT-DOC-EXPLOIT-CLEAN-z,None,https://github.com/codingcore2/SILENT-DOC-EXPLOIT-CLEAN-z,['exploit'],1,2022-08-13T01:27:16+0000,1,0,,0,[]
codingcore2/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-z,None,https://github.com/codingcore2/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-z,['exploit'],1,2022-08-13T01:26:31+0000,1,0,,0,[]
codingcore2/SILENT-PDF-EXPLOIT-CLEAN-z,None,https://github.com/codingcore2/SILENT-PDF-EXPLOIT-CLEAN-z,['exploit'],1,2022-08-13T01:23:59+0000,1,0,,0,[]
infobyte/cve-2022-27255,None,https://github.com/infobyte/cve-2022-27255,['cve-2 OR cve_2'],1,2022-08-13T18:02:18+0000,28996,1,Python,0,['CVE-2022-27255']
teamssix/cf,Cloud Exploitation Framework 云环境利用框架，方便红队人员在获得 AK 的后续工作,https://github.com/teamssix/cf,['exploit'],1,2022-08-13T05:47:43+0000,2695,779,Go,70,[]
0xricksanchez/like-dbg,Fully dockerized Linux kernel debugging environment,https://github.com/0xricksanchez/like-dbg,['exploit'],1,2022-08-13T12:32:52+0000,458,354,Python,17,[]
rng70/Hacking-Resources,"This repository contains some resources for ethical hackers penetration tester 😊 This may contain some files, tools, books, and links that need to be used for good purposes only. Do not do any illegal work using these sources.",https://github.com/rng70/Hacking-Resources,['exploit'],1,2022-08-13T05:07:52+0000,2719732,30,,3,[]
mosecorg/mosec,"A high-performance serving framework for ML models, offers dynamic batching and multi-stage pipeline to fully exploit your compute machine",https://github.com/mosecorg/mosec,['exploit'],1,2022-08-13T14:23:07+0000,949,100,Python,17,[]
BlackLambert/astrominer,A game of spaceships exploiting astroids.,https://github.com/BlackLambert/astrominer,['exploit'],1,2022-08-13T23:41:12+0000,2703,0,C#,0,[]
enkomio/AlanFramework,A C2 post-exploitation framework,https://github.com/enkomio/AlanFramework,['exploit'],1,2022-08-13T13:41:31+0000,17745,352,Assembly,44,[]
ihebski/DefaultCreds-cheat-sheet,One place for all the default credentials to assist the Blue/Red teamers activities on finding devices with default password 🛡️,https://github.com/ihebski/DefaultCreds-cheat-sheet,['exploit'],1,2022-08-13T17:06:04+0000,478,2591,Jupyter Notebook,404,[]
Mr-xn/RedTeam_BlueTeam_HW,红蓝对抗以及护网相关工具和资料，内存shellcode（cs+msf）和内存马查杀工具,https://github.com/Mr-xn/RedTeam_BlueTeam_HW,['shellcode'],1,2022-08-13T03:47:05+0000,262249,1073,Java,310,[]
