full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2024-02-06T15:26:05+0000,979957,32228,Ruby,13807,[]
PauPau2024/Web_Exploitation,None,https://github.com/PauPau2024/Web_Exploitation,['exploit'],1,2024-02-06T18:48:03+0000,1191,0,,0,[]
Maskiow/Slient-Url-Exploit-Slient-Builder-Exploit-Database-Cve-2023-Malware,"URL Contamination Exploit Muted Java Drive-By downloads can transpire during the act of perusing a website, inaugurating an electronic mail communication.",https://github.com/Maskiow/Slient-Url-Exploit-Slient-Builder-Exploit-Database-Cve-2023-Malware,"['cve-2 OR cve_2', 'exploit']",2,2024-02-06T04:52:05+0000,1935,2,C#,1,[]
Maskiow/Discord-Image-Logger-Slient-Exploit-Builder-Grabber-Stealer,"Ephemeral discourse is embodied by the likes of Messenger Sessions, the digital portraits of Accounts, and the enigmatic Token",https://github.com/Maskiow/Discord-Image-Logger-Slient-Exploit-Builder-Grabber-Stealer,['exploit'],1,2024-02-06T04:50:59+0000,590,0,C++,0,[]
Yhdar798/security_study,security/vulnerability/EXP/POC,https://github.com/Yhdar798/security_study,['vulnerability poc'],1,2024-02-06T06:29:23+0000,628,0,Python,0,[]
RosePwns/HTB_Challenges,"A collection of notes, artifacts, and exploits from various HackTheBox challenges.",https://github.com/RosePwns/HTB_Challenges,['exploit'],1,2024-02-06T20:05:57+0000,1627,0,Python,0,[]
RosePwns/Exploits,Modified or created exploits for assessments.,https://github.com/RosePwns/Exploits,['exploit'],1,2024-02-06T18:25:08+0000,44,2,Python,0,[]
damianiRiccardo90/Hacking,Code from Hacking: The Art of Exploitation,https://github.com/damianiRiccardo90/Hacking,['exploit'],1,2024-02-06T22:38:36+0000,1205,0,,0,[]
DaintyJet/VChat_TRUN_ROP,Repository containing a walkthrough exploiting a Vulnerable Chat server.,https://github.com/DaintyJet/VChat_TRUN_ROP,['exploit'],1,2024-02-06T19:37:29+0000,117530,0,Python,0,[]
Nanakwameself/Discord-RAT-2.0,"Discord Remote Administration Tool fully written in c#, stub size of ~75kb, over 40 post exploitations modules - GitHub - moom825/Discord-RAT-2.0: Discord Remote Administration Tool fully written in c#, stub size of ~75kb, over 40 post exploitations module",https://github.com/Nanakwameself/Discord-RAT-2.0,['exploit'],1,2024-02-06T04:18:14+0000,11079,0,C#,0,[]
Maskiow/Hta-Exploit-Builder-Slient-Builder-Exploit-Database-Cve-2023-Malware,Microsoft Windows HTA (HTML Application) - Pinnacle of Remote Code Execution,https://github.com/Maskiow/Hta-Exploit-Builder-Slient-Builder-Exploit-Database-Cve-2023-Malware,"['cve-2 OR cve_2', 'exploit', 'remote code execution']",3,2024-02-06T04:51:21+0000,2365,3,C#,0,[]
1vnr/River-Private-Fortnite-Source,River Private is an fortnite exploiting chair that is created for exploiting and exploring the depth of Unreal Engine's features in realtime.,https://github.com/1vnr/River-Private-Fortnite-Source,['exploit'],1,2024-02-06T16:05:55+0000,62922,1,,0,[]
Freilichtbuehne/css-selector-exploit,PoC repo that exploits CSS selectors to exfiltrate HTML attributes,https://github.com/Freilichtbuehne/css-selector-exploit,['exploit'],1,2024-02-06T14:57:53+0000,31,1,Python,0,[]
apaquette/CrossSiteScriptingLab,"Secure App Development lab demonstrating cross site scripting vulnerabilities, how they are exploited, and then fixed with sanitization. Run these using XAML by inserting the repo in the htdocs folder.",https://github.com/apaquette/CrossSiteScriptingLab,['exploit'],1,2024-02-06T11:50:22+0000,255,0,PHP,0,[]
justakazh/sicat,The useful exploit finder,https://github.com/justakazh/sicat,"['exploit', 'metasploit module OR payload']",2,2024-02-06T09:08:46+0000,237,77,Python,14,[]
NitroCao/CVE-2024-21626,PoC and Detection for CVE-2024-21626,https://github.com/NitroCao/CVE-2024-21626,"['cve poc', 'cve-2 OR cve_2']",2,2024-02-06T16:09:05+0000,3947,40,,9,['CVE-2024-21626']
Xre0uS/MultiDump,MultiDump is a post-exploitation tool for dumping and extracting LSASS memory discreetly.,https://github.com/Xre0uS/MultiDump,['exploit'],1,2024-02-06T06:58:37+0000,562,49,C,2,[]
IceBearCDev/Mirai-Qbot-Exploits,Collection of exploits for loading bots to mirai/qbot botnets,https://github.com/IceBearCDev/Mirai-Qbot-Exploits,['exploit'],1,2024-02-06T12:59:44+0000,1313,0,Python,0,[]
Maskiow/Jpg-Png-Exploit-Slient-Builder-Exploit-Database-Cve-2023-Malware,"In the hushed galleries of the Silent JPG Exploit, a symphony shrouded in enigma unfurls—an opus named silent-jpg-exploit-2018—a title that reverberates through the annals of intrigue.",https://github.com/Maskiow/Jpg-Png-Exploit-Slient-Builder-Exploit-Database-Cve-2023-Malware,"['cve-2 OR cve_2', 'exploit']",2,2024-02-06T04:48:18+0000,591,1,C++,0,[]
Maskiow/Slient-PDF-FUD-Exploit-Slient-Builder-Exploit-Database-Cve-2023-Malware,"A meticulous scrutiny of the Exploit PDFs innards exposes a network of malevolence, unveiling both the nefarious hyperlink and the URL that precipitates",https://github.com/Maskiow/Slient-PDF-FUD-Exploit-Slient-Builder-Exploit-Database-Cve-2023-Malware,"['cve-2 OR cve_2', 'exploit']",2,2024-02-06T04:57:01+0000,879,2,C++,0,[]
beefproject/beef,The Browser Exploitation Framework Project,https://github.com/beefproject/beef,['exploit'],1,2024-02-06T03:52:09+0000,22693,9182,JavaScript,2098,[]
DERE-ad2001/Frida-Labs,The repo contains a series of challenges for learning Frida for Android Exploitation.,https://github.com/DERE-ad2001/Frida-Labs,['exploit'],1,2024-02-06T00:55:21+0000,30966,616,,83,[]
