full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2024-02-02T04:02:37+0000,976346,32197,Ruby,13804,[]
codingcore13/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-tp,None,https://github.com/codingcore13/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-tp,['exploit'],1,2024-02-14T00:08:53+0000,2,1,,0,[]
s-x-aipi-steel/metadata-generator,This piece of software generates metadata from production data to be exploited by artificial intelligence (AI) and rule engines.,https://github.com/s-x-aipi-steel/metadata-generator,['exploit'],1,2024-02-14T08:28:20+0000,82,0,Python,0,[]
pmacik-testing/tkwch-fix-0075-0010-app-UXlcc-exploit-watch,GitOps Repository,https://github.com/pmacik-testing/tkwch-fix-0075-0010-app-UXlcc-exploit-watch,['exploit'],1,2024-02-14T04:58:01+0000,0,0,,0,[]
pmacik-testing/tkwch-fix-0075-0034-app-fymyB-exploit-attract,GitOps Repository,https://github.com/pmacik-testing/tkwch-fix-0075-0034-app-fymyB-exploit-attract,['exploit'],1,2024-02-14T04:20:35+0000,0,0,,0,[]
pe4nutlord/RedirectionExploit,yep,https://github.com/pe4nutlord/RedirectionExploit,['exploit'],1,2024-02-14T03:13:23+0000,1,0,,0,[]
DuckyShine004/learning-cybersecurity,Learning how to create and stop exploits.,https://github.com/DuckyShine004/learning-cybersecurity,['exploit'],1,2024-02-14T03:03:38+0000,1,0,,0,[]
pmacik-testing/tkwch-fix-0075-0062-app-73nG6-exploit-vote,GitOps Repository,https://github.com/pmacik-testing/tkwch-fix-0075-0062-app-73nG6-exploit-vote,['exploit'],1,2024-02-14T02:32:00+0000,0,0,,0,[]
KotaHemanthUC/cryptography_exploitation,Resources which mix the starter articles to advanced articles,https://github.com/KotaHemanthUC/cryptography_exploitation,['exploit'],1,2024-02-14T02:25:05+0000,1,0,,0,[]
x256-64/bof-ctf-simple,A python script designed to drastically speed up exploit development time for TryHackMe or HackTheBox CTFs.,https://github.com/x256-64/bof-ctf-simple,['exploit'],1,2024-02-14T01:42:35+0000,27,0,Python,0,[]
boschresearch/Hyp-OW,"[AAAI 2024] Official code for                    ""Hyp-OW: Exploiting Hierarchical Structure Learning with Hyperbolic Distance Enhances Open World Object Detection""",https://github.com/boschresearch/Hyp-OW,['exploit'],1,2024-02-14T02:21:01+0000,12944,0,Python,0,[]
x256-64/heapOverflow-win32-no-cfg,A simple Heap-based Buffer Overflow(with RCE) POC for Windows.,https://github.com/x256-64/heapOverflow-win32-no-cfg,"['heap overflow', 'rce', 'rce poc']",3,2024-02-14T01:34:36+0000,196,0,C++,0,[]
pmacik-testing/tkwch-fix-0075-0060-app-6pkKK-exploit-count,GitOps Repository,https://github.com/pmacik-testing/tkwch-fix-0075-0060-app-6pkKK-exploit-count,['exploit'],1,2024-02-14T01:02:09+0000,2,0,,0,[]
Beratblm/Firebase-exploit,Zaafiyetli firebase veri tabanlarını test eden araç,https://github.com/Beratblm/Firebase-exploit,['exploit'],1,2024-02-14T00:20:25+0000,3,0,Python,0,[]
codingcore13/Silent-JPG-Exploit-NEW-t,None,https://github.com/codingcore13/Silent-JPG-Exploit-NEW-t,['exploit'],1,2024-02-14T00:09:56+0000,2,1,,0,[]
codingcore13/SILENT-DOC-EXPLOIT-CLEAN-tp,None,https://github.com/codingcore13/SILENT-DOC-EXPLOIT-CLEAN-tp,['exploit'],1,2024-02-14T00:08:19+0000,2,1,,0,[]
HoustonMc/RickRollWorm.py,FullStack Academy Capstone Project: Create a self-replicating worm that will use known exploits to spread in a network.,https://github.com/HoustonMc/RickRollWorm.py,['exploit'],1,2024-02-13T20:41:50+0000,24,0,Python,0,[]
codingcore13/SILENT-PDF-EXPLOIT-CLEAN-tp,None,https://github.com/codingcore13/SILENT-PDF-EXPLOIT-CLEAN-tp,['exploit'],1,2024-02-14T00:07:20+0000,2,1,,0,[]
pmacik-testing/tkwch-fix-0075-0049-app-ZUeoz-select-exploit,GitOps Repository,https://github.com/pmacik-testing/tkwch-fix-0075-0049-app-ZUeoz-select-exploit,['exploit'],1,2024-02-14T00:01:49+0000,2,0,,0,[]
pmacik-testing/tkwch-fix-0075-0070-app-DCArd-link-exploit,GitOps Repository,https://github.com/pmacik-testing/tkwch-fix-0075-0070-app-DCArd-link-exploit,['exploit'],1,2024-02-13T23:50:47+0000,3,0,,0,[]
Eap2468/Reliable-Shellcode,All of my current and future goto custom shellcode samples written for reliability and reusability all in one place,https://github.com/Eap2468/Reliable-Shellcode,['shellcode'],1,2024-02-14T00:18:21+0000,18,0,Assembly,0,[]
B4CK4TT4CK/CVE-2024-23897,CVE-2024-23897,https://github.com/B4CK4TT4CK/CVE-2024-23897,['cve-2 OR cve_2'],1,2024-02-13T22:44:48+0000,3120,0,,0,['CVE-2024-23897']
pmacik-testing/tkwch-fix-0075-0071-app-o7G9S-exploit-address,GitOps Repository,https://github.com/pmacik-testing/tkwch-fix-0075-0071-app-o7G9S-exploit-address,['exploit'],1,2024-02-13T22:49:38+0000,3,0,,0,[]
pmacik-testing/tkwch-fix-0075-0051-app-mMNi_-exploit-push,GitOps Repository,https://github.com/pmacik-testing/tkwch-fix-0075-0051-app-mMNi_-exploit-push,['exploit'],1,2024-02-13T21:48:22+0000,2,0,,0,[]
chleba124/vamp.rip,this is just a repository with vulnerability poc's,https://github.com/chleba124/vamp.rip,['vulnerability poc'],1,2024-02-13T21:27:49+0000,0,0,,0,[]
pmacik-testing/tkwch-fix-0075-0067-app-NMeYJ-climb-exploit,GitOps Repository,https://github.com/pmacik-testing/tkwch-fix-0075-0067-app-NMeYJ-climb-exploit,['exploit'],1,2024-02-13T21:28:18+0000,2,0,,0,[]
