full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
ronin-rb/ronin,"Ronin is a Free and Open Source Ruby Toolkit for Security Research and Development. Ronin also allows for the rapid development and distribution of code, exploits, payloads, etc, via 3rd party git repositories.",https://github.com/ronin-rb/ronin,['exploit'],1,2024-01-10T15:08:57+0000,8729,601,Ruby,51,[]
l00neyhacker/CVE-2024-23199,CVE-2024-23199,https://github.com/l00neyhacker/CVE-2024-23199,['cve-2 OR cve_2'],1,2024-01-14T21:44:26+0000,1,0,,0,['CVE-2024-23199']
l3s10n/ZenTaoPMS_RCE,ZenTaoPMS RCE,https://github.com/l3s10n/ZenTaoPMS_RCE,['rce'],1,2024-01-15T08:33:54+0000,2170,1,Python,1,[]
xmed-lab/HCGNet,J-BHI 2024: Exploiting Hierarchical Interactions for Protein Surface Learning,https://github.com/xmed-lab/HCGNet,['exploit'],1,2024-01-19T06:04:03+0000,82,8,Python,0,[]
bayuncao/vul-cve-4,DeepFaceLab is at risk of command injection vulnerability,https://github.com/bayuncao/vul-cve-4,['command injection'],1,2024-01-15T03:55:43+0000,707,0,,0,[]
IsaelCampos/Acesso_Remoto_A_Metasploit,Acessando remotamente uma máquina Metasploit (capture the flag),https://github.com/IsaelCampos/Acesso_Remoto_A_Metasploit,['metasploit module OR payload'],1,2024-01-15T04:18:02+0000,0,0,,0,[]
BurakSevben/CVE-2024-24139,None,https://github.com/BurakSevben/CVE-2024-24139,['cve-2 OR cve_2'],1,2024-01-31T00:30:50+0000,7,0,,0,['CVE-2024-24139']
tequilasunsh1ne/spon_ping.php_rce,None,https://github.com/tequilasunsh1ne/spon_ping.php_rce,['rce'],1,2024-01-15T01:37:36+0000,1,0,,0,[]
LegitZenith/ChromeOS-Exploits,A detailed and comprehensive list of several useful ChromeOS exploits for your school/work managed Chromebooks.,https://github.com/LegitZenith/ChromeOS-Exploits,['exploit'],1,2024-01-15T00:52:37+0000,6,1,,0,[]
codingcore13/Extremely-Silent-JPG-Exploit-NEW-lo,None,https://github.com/codingcore13/Extremely-Silent-JPG-Exploit-NEW-lo,['exploit'],1,2024-01-14T23:17:24+0000,1,1,,0,[]
codingcore13/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-lo,None,https://github.com/codingcore13/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-lo,['exploit'],1,2024-01-14T23:16:32+0000,1,1,,0,[]
codingcore13/SILENT-DOC-EXPLOIT-CLEAN-lo,None,https://github.com/codingcore13/SILENT-DOC-EXPLOIT-CLEAN-lo,['exploit'],1,2024-01-14T23:15:40+0000,1,1,,0,[]
codingcore13/SILENT-PDF-EXPLOIT-CLEAN-lo,None,https://github.com/codingcore13/SILENT-PDF-EXPLOIT-CLEAN-lo,['exploit'],1,2024-01-14T23:14:55+0000,1,1,,0,[]
raigorx/More-Shellcode-Windows,Shellcode related programs in windows,https://github.com/raigorx/More-Shellcode-Windows,['shellcode'],1,2024-01-15T00:43:03+0000,42,3,C,0,[]
l00neyhacker/CVE-2024-23200,CVE-2024-23200,https://github.com/l00neyhacker/CVE-2024-23200,['cve-2 OR cve_2'],1,2024-01-14T21:46:55+0000,1,0,,0,['CVE-2024-23200']
baric6/Cve_Exploit_Scraper_Simple_Data,this just scrapes 1 page of cve and exploits just a quick project for a api on render,https://github.com/baric6/Cve_Exploit_Scraper_Simple_Data,['exploit'],1,2024-01-15T12:51:45+0000,48,0,JavaScript,0,[]
codingcore13/SILENT-PDF-EXPLOIT-CLEAN-za,None,https://github.com/codingcore13/SILENT-PDF-EXPLOIT-CLEAN-za,['exploit'],1,2024-01-14T16:19:25+0000,0,1,,0,[]
EGR-314-Team-305-Spring-2024/EGR-314-Team-305-Spring-2024.github.io,"The Epic of Gilgamesh is a series of Mesopotamian tales that recount the exploits of Gilgamesh, King of Uruk. We learn of his overwhelming power, his friendship with Enkidu, and his quest for eternal life. We also read of a great flood that devastated the ",https://github.com/EGR-314-Team-305-Spring-2024/EGR-314-Team-305-Spring-2024.github.io,['exploit'],1,2024-01-27T04:19:18+0000,4317,0,,0,[]
toxictest/autoinstall_metasploit-framework,None,https://github.com/toxictest/autoinstall_metasploit-framework,['metasploit module OR payload'],1,2024-01-14T19:48:16+0000,2,0,Shell,0,[]
shcrim/RoSploits,A collection of all the exploits I've made for roblox.,https://github.com/shcrim/RoSploits,"['exploit', 'sploit']",2,2024-01-14T20:18:16+0000,4,0,,0,[]
Raza0hacker/Exploitinsta,None,https://github.com/Raza0hacker/Exploitinsta,['exploit'],1,2024-01-14T18:59:26+0000,4,0,Python,0,[]
SidharthRajan/NSS,A tool designed to audit and identify vulnerabilities within a network. Its primary function is to discover devices connected to a network and assess them for vulnerabilities that could be exploited by hackers.,https://github.com/SidharthRajan/NSS,['exploit'],1,2024-01-14T19:08:12+0000,0,0,,0,[]
adamperkowski/multi-exploit,None,https://github.com/adamperkowski/multi-exploit,['exploit'],1,2024-01-14T22:51:37+0000,21,0,Python,0,[]
J466Y/Keepass-Exploit,Keepass exploit material,https://github.com/J466Y/Keepass-Exploit,['exploit'],1,2024-01-14T19:13:44+0000,941,0,PowerShell,0,[]
yoryio/CVE-2023-46805,CVE-2023-46805 scanner for possible vulnerable Ivanti Connect Secure appliances by country using Shodan.,https://github.com/yoryio/CVE-2023-46805,['cve-2 OR cve_2'],1,2024-01-20T06:15:03+0000,44,8,Python,0,['CVE-2023-46805']
SavanahCremin/SharpSploit,None,https://github.com/SavanahCremin/SharpSploit,['sploit'],1,2024-01-14T18:21:06+0000,1,0,,0,[]
s3mPr1linux/CVE_2023_360003_POC,None,https://github.com/s3mPr1linux/CVE_2023_360003_POC,"['cve poc', 'cve-2 OR cve_2']",2,2024-01-14T18:15:26+0000,8,0,C++,0,['CVE-2023-360003']
muhammed9865/sieve-PT-exploitation,Exploiting the FileBackupProvider of the Sieve application through the Path Traversal vulnerability and displaying the content of the internal database.,https://github.com/muhammed9865/sieve-PT-exploitation,['exploit'],1,2024-01-14T18:28:56+0000,109,1,Kotlin,0,[]
codingcore13/Extremely-Silent-JPG-Exploit-NEW-za,None,https://github.com/codingcore13/Extremely-Silent-JPG-Exploit-NEW-za,['exploit'],1,2024-01-14T16:21:29+0000,0,1,,0,[]
codingcore13/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-za,None,https://github.com/codingcore13/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-za,['exploit'],1,2024-01-14T16:20:41+0000,0,1,,0,[]
yoti99/creating-a-Keylogger,"How an Advance Keylogger is created with the help of Python and how easily an attacker gets the victims keystrokes  , screenshot , how to record the audio of your victim using the microphone , how an attacker can get the  victims system information and the",https://github.com/yoti99/creating-a-Keylogger,['exploit'],1,2024-01-15T07:26:07+0000,4,0,Python,0,[]
Axianke/CVE-2021-3129,CVE-2021-3129,https://github.com/Axianke/CVE-2021-3129,['cve-2 OR cve_2'],1,2024-01-15T07:15:00+0000,3306,0,PHP,0,['CVE-2021-3129']
baph0m3th/CVE-2023-36003,Privilege escalation using the XAML diagnostics API,https://github.com/baph0m3th/CVE-2023-36003,['cve-2 OR cve_2'],1,2024-01-15T08:20:58+0000,359,0,C++,0,['CVE-2023-36003']
xk-mt/CVE-2016-4437,1.验证CVE-2016-4437、2.解析rememberMe的文件和CBC加密的IV偏移,https://github.com/xk-mt/CVE-2016-4437,['cve-2 OR cve_2'],1,2024-01-16T04:56:52+0000,8,0,Python,0,['CVE-2016-4437']
Checkdos/Hta-Exploit-Builder-Slient-Builder-Exploit-Database-Cve-2023-Malware,Microsoft Windows HTA (HTML Application) - Pinnacle of Remote Code Execution,https://github.com/Checkdos/Hta-Exploit-Builder-Slient-Builder-Exploit-Database-Cve-2023-Malware,"['cve-2 OR cve_2', 'exploit', 'remote code execution']",3,2024-01-17T04:51:45+0000,1672,0,C#,0,[]
Checkdos/Slient-PDF-FUD-Exploit-Slient-Builder-Exploit-Database-Cve-2023-Malware,"A meticulous scrutiny of the Exploit PDFs innards exposes a network of malevolence, unveiling both the nefarious hyperlink and the URL that precipitates",https://github.com/Checkdos/Slient-PDF-FUD-Exploit-Slient-Builder-Exploit-Database-Cve-2023-Malware,"['cve-2 OR cve_2', 'exploit']",2,2024-01-22T04:59:58+0000,297,0,C++,0,[]
Checkdos/Discord-Image-Logger-Slient-Exploit-Builder-Grabber-Stealer,"Ephemeral discourse is embodied by the likes of Messenger Sessions, the digital portraits of Accounts, and the enigmatic Token",https://github.com/Checkdos/Discord-Image-Logger-Slient-Exploit-Builder-Grabber-Stealer,['exploit'],1,2024-01-19T04:54:03+0000,232,0,C++,1,[]
