full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2022-09-01T04:20:00+0000,782390,28078,Ruby,12472,[]
beefproject/beef,The Browser Exploitation Framework Project,https://github.com/beefproject/beef,['exploit'],1,2022-09-01T13:33:37+0000,21814,7592,JavaScript,1768,[]
SaumyajeetDas/POC-of-CVE-2022-36271,This is working POC of CVE-2022-36271 ,https://github.com/SaumyajeetDas/POC-of-CVE-2022-36271,"['cve poc', 'cve-2 OR cve_2']",2,2022-09-01T16:43:49+0000,27015,5,,2,['CVE-2022-36271']
kbeaugrand-org/AzurePerceptDemo,Demonstration of IoT Edge module exploiting Azure Percept data.,https://github.com/kbeaugrand-org/AzurePerceptDemo,['exploit'],1,2022-09-01T05:59:20+0000,149,0,TypeScript,0,[]
Imeneallouche/Web-Application-Firewalls,"Web security risks 🌐 are still very much in their infancy :computer: . Websites are exposed to web exploitation attacks :x: . For so, the focus of this project :bulb: is to build firewalls to protect web applications from a variety of application layer att",https://github.com/Imeneallouche/Web-Application-Firewalls,['exploit'],1,2022-09-01T11:37:31+0000,167,0,,0,[]
PuzzleFP/Eclipsis-Exploits,None,https://github.com/PuzzleFP/Eclipsis-Exploits,['exploit'],1,2022-09-01T04:03:41+0000,5,0,,0,[]
ZeroDayOwl/zerodayowl.github.io,A techy blog for geeky people,https://github.com/ZeroDayOwl/zerodayowl.github.io,['zeroday'],1,2022-09-01T17:13:33+0000,1607,1,HTML,0,[]
petya136900/rce-bot-vk,RceBot,https://github.com/petya136900/rce-bot-vk,['rce'],1,2022-09-01T16:03:10+0000,229,0,Java,1,[]
DataDog/vulnerable-java-application,This repository contains a sample Java application vulnerable to command injection and server-side request forgery (SSRF).,https://github.com/DataDog/vulnerable-java-application,['command injection'],1,2022-09-01T13:01:21+0000,88,0,Java,0,[]
fhightower/k8s-scanner-collector,Script (deployable to k8s) to log requests from vulnerability and exploit scanners.,https://github.com/fhightower/k8s-scanner-collector,['exploit'],1,2022-09-01T11:57:05+0000,2,0,Go,0,[]
iilegacyyii/Shellcrypt,A QoL tool to obfuscate shellcode. In the future will be able to chain encoding/encryption/compression methods.,https://github.com/iilegacyyii/Shellcrypt,['shellcode'],1,2022-09-01T21:26:15+0000,31,58,Python,5,[]
Mercenario-me/connect,A tool for remote ADB exploitation in ShellScript.,https://github.com/Mercenario-me/connect,['exploit'],1,2022-09-01T11:42:39+0000,8,0,Shell,0,[]
wwwfan628/DA-AIM,Exploiting Instance-based Mixed Sampling via Auxiliary Source Domain Supervision for Domain-adaptive Action Detection,https://github.com/wwwfan628/DA-AIM,['exploit'],1,2022-09-01T07:54:55+0000,149205,0,Python,0,[]
EHBLANKS/XSS_session_stealer,"This project was developed with one thing in mind, demonstrate how an attacker can exploit XSS to steal sessions from cookies/localstorage.",https://github.com/EHBLANKS/XSS_session_stealer,['exploit'],1,2022-09-01T12:43:02+0000,17,0,Python,0,[]
Konis-Bros/Espio,Shellcode obfuscation tool to avoid AV/EDR.,https://github.com/Konis-Bros/Espio,['shellcode'],1,2022-09-01T12:08:19+0000,2334,30,C++,5,[]
JacobEbben/CVE-2022-24637,Unauthenticated RCE in Open Web Analytics (OWA) <1.7.4,https://github.com/JacobEbben/CVE-2022-24637,"['cve-2 OR cve_2', 'rce']",2,2022-09-01T00:34:42+0000,49,5,Python,2,['CVE-2022-24637']
Jennahacker/zenna_rat,Android RAT with web panel and fully undetectable App support android 12,https://github.com/Jennahacker/zenna_rat,['exploit'],1,2022-09-01T04:55:50+0000,10,0,,0,[]
