full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2022-03-17T13:05:22+0000,703016,26646,Ruby,12045,[]
grimwolf007/Exploits,Playing Around with cyber vulns,https://github.com/grimwolf007/Exploits,['exploit'],1,2022-03-17T13:46:44+0000,14,0,Java,0,[]
manwelbugeja/metasploit,None,https://github.com/manwelbugeja/metasploit,['metasploit module OR payload'],1,2022-03-17T11:58:53+0000,6222,0,,0,[]
test1244bbbb/exploit,None,https://github.com/test1244bbbb/exploit,['exploit'],1,2022-03-17T10:34:05+0000,29,0,JavaScript,0,[]
weewoo22/memflow-shellcode,Shellcode execution for memflow,https://github.com/weewoo22/memflow-shellcode,['shellcode'],1,2022-03-17T21:15:50+0000,7,1,Zig,0,[]
EntySec/Pex,Python Exploitation is a collection of special tools for providing high quality penetration testing using pure python programming language.,https://github.com/EntySec/Pex,['exploit'],1,2022-03-17T11:40:52+0000,83,3,Python,0,[]
positive-security/dompdf-rce,RCE exploit for dompdf,https://github.com/positive-security/dompdf-rce,"['exploit', 'rce']",2,2022-03-17T18:05:07+0000,4086,28,PHP,11,[]
Romansko/protostar,My solutions to exploit.education,https://github.com/Romansko/protostar,['exploit'],1,2022-03-17T10:32:18+0000,0,0,Jupyter Notebook,0,[]
Xn2/GLPwn,GLPI automatic exploitation tool for CVE-2020-15175,https://github.com/Xn2/GLPwn,['exploit'],1,2022-03-17T13:54:24+0000,13,0,Python,0,['CVE-2020-15175']
zhangdapeng520/zdppy_metasploit,使用Python操作metasploit,https://github.com/zhangdapeng520/zdppy_metasploit,['metasploit module OR payload'],1,2022-03-17T13:13:32+0000,1,0,Python,0,[]
bjelefano/CSC427Winter2022-MetasploitAssignment,Assignment Questions for the Winter 2022 offering of CSC427,https://github.com/bjelefano/CSC427Winter2022-MetasploitAssignment,['metasploit module OR payload'],1,2022-03-17T13:53:43+0000,863447,0,Shell,0,[]
laaverts/VexSploit,None,https://github.com/laaverts/VexSploit,['sploit'],1,2022-03-17T03:07:35+0000,9,0,,0,[]
tasox/Apophis,"Apophis project is bash script shellcode runner generator that uses various tools in the background such as DotNetToJScript, ConfuserEx, Net-Obfuscator etc. It contains Csharp templates that are compiled with Mono .Net Framework.",https://github.com/tasox/Apophis,['shellcode'],1,2022-03-17T09:31:04+0000,28837,1,C#,0,[]
SaneenKP/Insecure-Deserialization,Implementing Nodejs deserialization exploit,https://github.com/SaneenKP/Insecure-Deserialization,['exploit'],1,2022-03-17T18:17:19+0000,578,0,JavaScript,0,[]
PeiQi0/PeiQi-WIKI-Book,面向网络安全从业者的知识文库,https://github.com/PeiQi0/PeiQi-WIKI-Book,['0day'],1,2022-03-17T12:34:35+0000,318202,154,,32,[]
D4rkP0w4r/Musical-World-Unrestricted-File-Upload-RCE-POC,None,https://github.com/D4rkP0w4r/Musical-World-Unrestricted-File-Upload-RCE-POC,"['rce', 'rce poc']",2,2022-03-17T19:44:05+0000,2244,0,,0,[]
houdinicc/pocsuite3-exp,Write vulnerability exp through pocsuite3,https://github.com/houdinicc/pocsuite3-exp,['vulnerability poc'],1,2022-03-17T14:22:08+0000,1,1,Python,0,[]
beefproject/beef,The Browser Exploitation Framework Project,https://github.com/beefproject/beef,['exploit'],1,2022-03-17T03:33:46+0000,22422,6878,JavaScript,1593,[]
k0imet/CVE-POCs,"for this repo i wish to keep an archive of available POCs and Descriptions alike, ",https://github.com/k0imet/CVE-POCs,['cve poc'],1,2022-03-17T07:11:33+0000,6,1,,0,[]
snifuh/Snatch-NG,Windows exploitation tool ,https://github.com/snifuh/Snatch-NG,['exploit'],1,2022-03-17T20:29:26+0000,8,0,,0,[]
wwl012345/Vuln-List,(持续更新)对网上出现的各种OA、中间件、CMS等漏洞进行整理，主要包括漏洞介绍、漏洞影响版本以及漏洞POC/EXP等，并且会持续更新。,https://github.com/wwl012345/Vuln-List,['vuln poc'],1,2022-03-17T13:12:12+0000,87,4,,0,[]
gou-web/ThinkphpGUI-,自主开发的第一个JAVA图形化漏扫工具，支持ThinkPHP 2.x RCE，Thinkphp5 5.0.22/5.1.29RCE，ThinkPHP5 5.0.23RCE和ThinkPHP5 SQL注入漏洞和敏感信息泄露漏洞。,https://github.com/gou-web/ThinkphpGUI-,['rce'],1,2022-03-17T06:25:00+0000,16,3,,0,[]
TretornESP/bec,Binary exploitation course,https://github.com/TretornESP/bec,['exploit'],1,2022-03-17T16:45:35+0000,8226,1,C,0,[]
zan8in/afrog,afrog是一款基于 YAML 语法模板的定制化快速漏洞扫描器,https://github.com/zan8in/afrog,['vulnerability poc'],1,2022-03-17T03:27:17+0000,856,2,Go,0,[]
